00075,None,200.0,135.5,249.0,7.000000000,-1
00088,None,87.0,220.0,24.0,7.000000000,-1
00020,None,81.0,29.5,190.5,13.000000000,-1
00077,None,62.0,4.0,89.5,7.000000000,-1
00095,None,83.0,51.0,211.0,7.000000000,-1
00052,None,92.0,194.5,144.5,8.000000000,-1
00063,None,76.0,164.0,181.5,13.000000000,-1
00148,None,29.0,33.5,67.0,10.000000000,-1
00058,None,263.5,126.5,51.5,10.000000000,-1
00090,None,211.0,129.0,182.5,31.000000000,-1
00090,None,3.5,110.0,20.5,9.000000000,-1
00074,None,246.5,89.0,30.5,8.000000000,-1
00167,None,219.0,66.5,166.0,8.000000000,-1
00015,None,22.0,142.5,79.0,10.000000000,-1
00015,None,262.5,129.0,161.5,7.000000000,-1
00002,None,7.0,106.0,47.0,13.000000000,-1
00124,None,245.5,76.5,49.5,8.000000000,-1
00006,None,92.5,143.0,244.5,6.000000000,-1
00008,None,194.5,121.0,239.5,7.000000000,-1
00004,None,51.0,157.5,38.5,11.000000000,-1
00004,None,50.0,158.5,39.0,12.000000000,-1
00174,None,220.5,110.5,270.0,16.000000000,-1
00035,None,225.5,79.0,204.5,10.000000000,-1
00176,None,86.0,141.0,263.0,5.000000000,-1
00073,None,207.0,91.0,135.5,23.000000000,-1
00042,None,242.0,169.5,62.5,12.000000000,-1
