01874,None,53.5,23.5,96.5,10.000000000,-1
03997,None,86.0,88.0,151.0,3.000000000,-1
03997,None,84.5,87.0,158.5,6.000000000,-1
00812,None,94.5,208.0,96.5,6.000000000,-1
03994,None,27.5,57.0,71.0,14.000000000,-1
03994,None,74.0,67.0,288.0,3.000000000,-1
04029,None,83.5,11.0,119.5,14.000000000,-1
00825,None,18.5,132.0,65.0,15.000000000,-1
03822,None,160.0,126.5,281.0,13.000000000,-1
03214,None,225.5,128.5,270.0,4.000000000,-1
03214,None,228.0,126.5,276.5,6.000000000,-1
03951,None,74.5,59.0,103.0,9.000000000,-1
03653,None,90.0,156.5,54.0,4.000000000,-1
02479,None,129.5,27.5,127.5,8.000000000,-1
03427,None,66.0,107.5,254.5,6.000000000,-1
02623,None,86.0,186.0,79.5,4.000000000,-1
02186,None,129.0,116.5,180.5,42.000000000,-1
03298,None,66.5,201.5,149.0,11.000000000,-1
02903,None,231.0,128.5,267.0,13.000000000,-1
02903,None,230.0,130.0,289.0,21.000000000,-1
03411,None,292.0,51.0,75.0,27.000000000,-1
00900,None,217.0,170.0,214.5,4.000000000,-1
01902,None,294.5,196.0,32.5,6.000000000,-1
01566,None,223.5,164.5,251.5,16.000000000,-1
01177,None,187.5,131.0,233.5,16.000000000,-1
02433,None,126.5,126.5,104.5,38.000000000,-1
03042,None,102.0,22.5,93.5,11.000000000,-1
01327,None,243.0,91.0,70.0,21.000000000,-1
00306,None,10.5,161.0,21.5,14.000000000,-1
02807,None,93.0,57.0,193.5,12.000000000,-1
02807,None,89.0,56.0,192.5,4.000000000,-1
02931,None,91.0,222.0,150.0,3.000000000,-1
02587,None,275.0,170.0,45.0,17.000000000,-1
02587,None,277.5,169.0,61.5,8.000000000,-1
00932,None,71.5,28.5,127.5,4.000000000,-1
00428,None,3.5,114.5,73.5,12.000000000,-1
02070,None,133.5,12.5,56.5,14.000000000,-1
03933,None,97.5,6.5,121.5,14.000000000,-1
01483,None,220.5,194.0,87.5,8.000000000,-1
00140,None,3.0,104.5,73.0,17.000000000,-1
00768,None,92.0,9.0,71.5,15.000000000,-1
01466,None,96.0,47.0,195.5,4.000000000,-1
01466,None,100.0,53.0,203.5,4.000000000,-1
01466,None,102.0,52.0,205.5,4.000000000,-1
01466,None,100.0,52.0,207.5,4.000000000,-1
04027,None,92.0,60.0,261.0,3.000000000,-1
01355,None,195.5,6.5,113.5,16.000000000,-1
03889,None,10.5,130.5,37.0,18.000000000,-1
03284,None,76.5,113.5,183.5,8.000000000,-1
03284,None,73.5,107.0,192.5,4.000000000,-1
00489,None,77.0,214.0,136.0,17.000000000,-1
00781,None,2.5,103.0,33.5,12.000000000,-1
00016,None,172.5,106.0,268.0,4.000000000,-1
03310,None,91.0,42.0,151.0,11.000000000,-1
02958,None,225.5,124.0,120.0,27.000000000,-1
01997,None,92.0,133.0,135.0,5.000000000,-1
00383,None,275.0,122.0,266.5,6.000000000,-1
00346,None,183.5,71.0,195.5,24.000000000,-1
00948,None,175.0,98.0,230.5,7.000000000,-1
02934,None,128.5,89.0,221.0,7.000000000,-1
00884,None,202.5,55.0,151.5,20.000000000,-1
01654,None,243.0,134.5,127.5,8.000000000,-1
02454,None,70.0,17.0,92.5,4.000000000,-1
02454,None,75.0,16.0,100.0,9.000000000,-1
02454,None,71.5,18.0,103.5,12.000000000,-1
00042,None,7.0,96.0,46.5,14.000000000,-1
01850,None,201.5,202.0,49.5,12.000000000,-1
01850,None,238.0,215.5,77.5,12.000000000,-1
02212,None,3.0,125.5,51.5,12.000000000,-1
03343,None,254.5,125.0,62.0,13.000000000,-1
03818,None,13.0,142.0,15.0,17.000000000,-1
03915,None,41.0,134.5,16.5,24.000000000,-1
01895,None,7.0,134.0,30.0,9.000000000,-1
01895,None,5.5,135.0,39.0,7.000000000,-1
01492,None,9.0,103.0,37.5,4.000000000,-1
00541,None,240.5,117.0,241.5,6.000000000,-1
00541,None,242.5,119.0,245.5,5.000000000,-1
02085,None,5.5,137.5,75.5,12.000000000,-1
00265,None,182.0,206.0,123.5,16.000000000,-1
00784,None,5.0,139.0,48.5,10.000000000,-1
01016,None,8.5,113.5,38.5,18.000000000,-1
03246,None,208.5,141.0,277.5,12.000000000,-1
