06454,None,84.5,58.5,122.5,4.000000000,-1
06887,None,191.0,116.0,250.0,5.000000000,-1
01004,None,220.5,114.5,34.0,6.000000000,-1
08715,None,98.0,107.5,17.0,5.000000000,-1
08715,None,252.5,64.0,203.0,7.000000000,-1
00918,None,222.5,187.0,142.0,11.000000000,-1
00918,None,227.5,196.5,239.0,8.000000000,-1
00918,None,268.5,164.0,297.0,8.000000000,-1
06671,None,142.5,117.5,244.0,6.000000000,-1
09324,None,95.0,120.0,42.5,5.000000000,-1
07610,None,59.5,139.0,97.0,10.000000000,-1
07610,None,54.0,39.0,131.0,7.000000000,-1
04385,None,73.5,169.0,167.0,6.000000000,-1
05360,None,189.5,62.5,66.0,4.000000000,-1
07668,None,151.0,23.0,92.0,7.000000000,-1
07668,None,150.5,23.5,94.0,8.000000000,-1
07668,None,29.5,88.0,151.0,7.000000000,-1
08477,None,210.0,106.5,52.5,5.000000000,-1
01947,None,188.0,203.0,143.0,7.000000000,-1
06486,None,175.5,149.0,226.5,9.000000000,-1
04829,None,60.0,83.5,78.5,6.000000000,-1
04172,None,198.5,53.5,203.0,94.000000000,-1
08589,None,163.5,106.0,61.5,5.000000000,-1
05643,None,72.0,87.0,71.5,5.000000000,-1
03490,None,68.5,197.0,134.0,5.000000000,-1
06146,None,204.5,175.0,132.5,6.000000000,-1
06517,None,160.0,132.5,140.5,6.000000000,-1
06899,None,86.0,131.0,102.5,5.000000000,-1
01696,None,163.5,186.5,177.0,4.000000000,-1
07727,None,62.5,72.0,79.5,7.000000000,-1
07574,None,68.0,106.0,52.5,7.000000000,-1
07574,None,64.5,60.5,144.5,6.000000000,-1
06840,None,114.0,193.5,111.5,11.000000000,-1
03979,None,68.5,125.0,102.5,4.000000000,-1
05132,None,205.0,117.0,136.0,7.000000000,-1
03589,None,83.5,120.0,91.0,8.000000000,-1
07742,None,102.5,142.0,48.5,5.000000000,-1
07742,None,68.5,132.5,52.5,4.000000000,-1
04676,None,100.0,126.5,159.0,6.000000000,-1
04676,None,201.5,172.0,159.5,8.000000000,-1
00317,None,42.5,92.0,107.5,12.000000000,-1
06128,None,80.5,52.5,138.5,6.000000000,-1
06549,None,18.0,116.0,168.0,5.000000000,-1
05412,None,177.0,154.5,152.0,6.000000000,-1
09700,None,48.5,35.5,114.0,6.000000000,-1
01506,None,143.0,130.5,60.0,5.000000000,-1
07749,None,181.0,118.0,33.0,7.000000000,-1
07749,None,93.0,127.5,36.0,7.000000000,-1
07749,None,212.0,124.0,42.0,7.000000000,-1
07749,None,219.5,112.0,50.0,7.000000000,-1
07749,None,48.0,118.0,74.5,7.000000000,-1
07749,None,236.5,83.0,85.5,12.000000000,-1
07749,None,190.5,63.0,154.0,10.000000000,-1
05173,None,160.0,154.0,167.5,7.000000000,-1
00739,None,98.0,104.0,51.5,11.000000000,-1
01556,None,157.5,131.5,259.0,4.000000000,-1
00999,None,42.5,69.5,88.0,6.000000000,-1
09441,None,128.5,147.0,42.0,6.000000000,-1
01463,None,78.0,150.5,155.5,8.000000000,-1
01250,None,79.0,178.0,130.5,7.000000000,-1
01250,None,208.5,184.5,148.0,6.000000000,-1
00812,None,69.5,162.0,197.0,6.000000000,-1
02785,None,248.5,169.5,119.0,6.000000000,-1
02785,None,122.0,182.5,157.5,8.000000000,-1
02785,None,24.0,90.5,188.0,9.000000000,-1
07515,None,126.5,105.5,27.0,4.000000000,-1
01160,None,248.5,76.5,187.5,8.000000000,-1
00452,None,213.0,170.5,178.5,15.000000000,-1
04784,None,214.5,109.5,123.0,4.000000000,-1
02109,None,30.5,37.5,243.0,8.000000000,-1
01394,None,217.0,196.5,152.5,11.000000000,-1
05115,None,175.5,109.5,50.5,4.000000000,-1
02971,None,217.0,118.0,122.5,11.000000000,-1
06527,None,151.0,63.0,57.5,5.000000000,-1
01983,None,258.0,111.0,88.0,7.000000000,-1
09425,None,93.5,104.5,30.0,6.000000000,-1
00956,None,59.5,81.5,45.0,4.000000000,-1
02891,None,80.5,162.5,161.0,6.000000000,-1
03769,None,69.0,61.5,114.0,7.000000000,-1
04106,None,173.5,138.0,45.0,6.000000000,-1
05845,None,234.0,170.5,134.5,6.000000000,-1
00927,None,22.0,110.0,84.0,5.000000000,-1
01150,None,222.0,124.0,96.0,5.000000000,-1
02506,None,169.5,93.0,74.5,7.000000000,-1
06982,None,47.0,52.5,163.0,5.000000000,-1
01746,None,65.0,169.5,125.0,6.000000000,-1
01746,None,65.0,171.0,127.0,5.000000000,-1
01605,None,62.0,106.0,84.5,11.000000000,-1
02603,None,35.5,116.5,224.0,4.000000000,-1
01356,None,236.5,105.0,98.0,6.000000000,-1
01356,None,235.5,104.0,99.0,5.000000000,-1
01356,None,228.5,130.5,104.0,6.000000000,-1
01356,None,245.5,129.5,111.0,6.000000000,-1
01356,None,245.5,128.5,113.5,6.000000000,-1
01356,None,258.5,127.0,122.0,6.000000000,-1
01356,None,222.5,172.5,125.5,8.000000000,-1
01356,None,184.5,56.0,131.0,5.000000000,-1
01356,None,116.0,149.0,138.5,9.000000000,-1
01356,None,233.0,121.5,138.0,4.000000000,-1
01356,None,234.0,122.5,139.0,4.000000000,-1
01356,None,64.5,156.0,147.0,6.000000000,-1
01356,None,67.5,162.0,148.0,6.000000000,-1
01356,None,65.0,156.5,148.5,6.000000000,-1
01356,None,76.5,142.5,159.5,8.000000000,-1
01356,None,46.0,128.5,171.0,6.000000000,-1
01356,None,40.5,132.5,173.5,8.000000000,-1
02120,None,55.0,174.0,245.0,5.000000000,-1
09412,None,211.5,187.5,146.0,8.000000000,-1
07699,None,44.5,21.0,203.5,12.000000000,-1
05947,None,78.5,164.5,134.5,6.000000000,-1
05080,None,210.0,159.5,121.0,7.000000000,-1
06816,None,83.0,122.0,55.5,5.000000000,-1
02002,None,114.0,172.0,292.0,7.000000000,-1
07139,None,167.5,126.0,51.5,19.000000000,-1
07139,None,191.0,115.5,47.0,5.000000000,-1
07139,None,182.5,124.5,51.5,6.000000000,-1
07139,None,103.0,78.0,65.5,9.000000000,-1
07139,None,101.0,138.5,70.5,5.000000000,-1
07139,None,48.5,128.0,71.5,5.000000000,-1
07139,None,62.0,122.0,71.0,5.000000000,-1
07139,None,86.0,175.0,73.0,3.000000000,-1
07139,None,154.5,149.5,75.5,4.000000000,-1
07139,None,202.0,177.0,77.5,5.000000000,-1
07139,None,69.0,172.0,83.0,5.000000000,-1
07139,None,222.0,82.5,84.0,6.000000000,-1
07139,None,72.0,170.5,84.0,5.000000000,-1
07139,None,59.5,78.5,87.0,6.000000000,-1
07139,None,245.5,126.5,91.0,6.000000000,-1
07139,None,82.0,56.0,92.5,5.000000000,-1
07139,None,56.5,126.5,94.0,6.000000000,-1
07139,None,133.5,131.5,99.0,6.000000000,-1
07139,None,187.0,101.0,99.0,5.000000000,-1
07139,None,117.0,176.0,101.0,5.000000000,-1
07139,None,100.0,171.5,103.5,6.000000000,-1
07139,None,173.0,184.5,103.5,6.000000000,-1
